,Client Birthdate,Client Monthly Income,Loan Start Date,Loan Due Date,Loan Amount,Loan Purpose,Client IBAN,Client Status,Paid in time
4239,16/4/1948,1299.6,9/8/2016,8/1/2018,500,retraining,FR8620684976232527,female : single,YES
4240,23/9/1953,1862.23,14/4/2014,15/3/2015,1500,car (new),FR4313390260619650,male : divorced/separated,YES
4241,12/6/1982,2150.2,28/7/2013,28/4/2014,1500,repairs,DE3418822393326311,None,YES
4242,11/9/1990,2108.91,31/5/2017,1/7/2018,4000,retraining,BE2290602983074786,None,YES
4243,22/1/1954,3050.66,13/12/2014,11/11/2016,4000,business,ES2944659517243654,male : single,YES
4244,25/5/1991,-1500.75,25/4/2015,24/3/2016,10000,others,FR7048650466416436,female : divorced/separated/married,YES
4245,24/5/1987,2762.52,5/12/2015,3/1/2017,6000,business,FR4774883450535827,female : single,YES
4246,30/10/1972,6861.55,18/3/2013,17/12/2014,4000,None,CH2717811759351868,None,YES
4247,2/7/1940,2602.0,4/7/2015,3/4/2016,10000,repairs,FR7470583979860294,None,YES
4248,18/1/1986,2370.25,5/4/2015,4/5/2016,2000,retraining,CH8969193702380032,male : single,YES
4249,27/12/1953,2713.16,2/10/2016,3/5/2017,6000,others,CH2698712381414659,male : divorced/separated,YES
4250,10/11/1941,1349.75,17/4/2015,17/9/2015,6000,furniture/equipment,CH8285775650035884,female : single,YES
4251,29/11/1995,3159.85,15/9/2016,16/5/2017,6000,car (new),ES2227544710880672,female : divorced/separated/married,YES
4252,27/9/1995,3217.8,21/3/2013,19/1/2014,10000,vacation,CH7308391578052733,male : married/widowed,YES
4253,30/1/1964,2585.73,1/10/2014,31/1/2016,1000,retraining,ES1906783242109871,male : single,YES
4254,14/4/1982,3265.83,10/4/2013,10/5/2014,500,others,CH3964237167949555,male : married/widowed,YES
4255,24/4/1980,1736.72,20/8/2014,18/2/2016,4000,radio/television,DE9099588202621900,None,YES
4256,18/11/1996,3068.66,23/6/2013,24/5/2015,2000,repairs,CH6640555567639578,None,YES
4257,29/3/1941,1432.13,19/8/2016,19/10/2016,5000,car (used),DE3821330434649642,None,YES
4258,31/8/1985,2673.47,17/2/2017,18/6/2017,6000,car (new),BE5857039030000549,male : married/widowed,NO
4259,21/5/1952,4340.54,4/10/2016,4/9/2018,4000,vacation,DE9061361988426378,male : divorced/separated,YES
4260,12/4/1948,3801.51,3/9/2014,3/9/2014,8000,None,DE1711893579876747,female : single,YES
4261,26/11/1941,None,21/2/2014,22/11/2015,2000,business,DE2715258911399845,male : married/widowed,YES
4262,28/4/1955,3309.94,17/9/2017,16/2/2018,10000,repairs,ES2477254156558017,female : single,YES
4263,26/5/1979,4251.73,24/9/2016,24/9/2016,4000,business,ES5132326450613474,male : married/widowed,YES
4264,6/2/1982,4264.03,12/12/2015,11/10/2016,4000,education,DE6370079356356846,female : divorced/separated/married,YES
4265,22/12/1987,28381.46,1/9/2016,2/10/2017,3000,car (new),ES1824255946869348,male : single,YES
4266,21/8/1971,10377.22,24/2/2015,24/4/2016,2000,furniture/equipment,FR1963507687265904,male : single,YES
4267,30/8/1968,3828.31,10/11/2016,11/10/2018,10000,car (new),BE2564714248651263,None,YES
4268,5/2/1948,1814.03,27/9/2014,26/1/2015,1000,repairs,DE4681683378061262,female : single,YES
4269,13/4/1957,1501.3,19/10/2017,20/6/2018,3000,education,CH2648146947160167,male : single,YES
4270,13/7/1956,1956.5,7/6/2015,7/12/2015,4000,others,DE1810063785803615,female : divorced/separated/married,YES
4271,5/10/1963,7087.72,7/8/2015,7/10/2015,3000,others,CH773709986289876,None,YES
4272,25/9/1977,5958.73,27/6/2015,27/7/2016,8000,domestic appliances,DE1648713542317242,female : divorced/separated/married,YES
4273,10/6/1987,3189.95,27/4/2015,27/6/2015,4000,repairs,CH8520708939604635,male : married/widowed,YES
4274,17/1/1943,2477.29,5/8/2014,5/8/2014,4000,others,CH5638461584613364,None,YES
4275,12/6/1944,-7031.92,19/7/2015,16/2/2017,4000,education,DE3675979687043149,female : divorced/separated/married,YES
4276,25/9/1993,3889.0,5/3/2017,5/3/2018,8000,car (new),DE7638212736666922,female : single,YES
4277,6/12/1986,2793.69,19/6/2014,19/6/2015,4000,car (new),FR6282990886830423,female : divorced/separated/married,YES
4278,15/12/1950,19812.79,4/5/2016,4/6/2017,10000,education,CH2366564221533909,male : divorced/separated,YES
4279,15/1/1943,1873.82,8/9/2015,9/3/2016,8000,education,FR8439197847816928,female : single,YES
4280,12/5/1945,1191.64,22/10/2014,22/10/2015,10000,others,FR5464101117563636,female : divorced/separated/married,YES
4281,18/4/1958,3111.69,11/8/2016,12/7/2018,4000,vacation,BE8817199372707309,None,YES
4282,15/8/1960,2815.28,16/7/2017,16/6/2018,4000,repairs,DE350795111738789,male : single,YES
4283,23/6/1988,1198.02,15/8/2013,31/12/2013,500,retraining,DE3741032297845168,None,YES
4284,29/4/1945,3123.56,27/3/2016,27/6/2017,3000,business,FR6454781867279699,female : single,YES
4285,5/6/1960,4042.92,30/7/2014,29/12/2014,500,domestic appliances,DE7202945809248101,male : divorced/separated,YES
4286,8/5/1988,3680.77,11/8/2013,10/2/2014,4000,others,CH257346450519681,male : divorced/separated,YES
4287,24/12/1956,3169.94,1/6/2013,31/12/2013,500,radio/television,ES5330537127300607,male : married/widowed,YES
4288,25/3/1997,3152.08,7/6/2016,7/5/2018,3000,radio/television,DE5541730334058306,male : single,YES
4289,8/2/1941,3932.58,29/10/2015,29/5/2016,10000,radio/television,ES4961849660621702,None,YES
4290,28/8/1943,23717.97,30/5/2013,30/10/2014,1000,retraining,BE7042953688111409,female : divorced/separated/married,YES
4291,11/4/1957,3276.87,16/8/2015,15/10/2016,1000,None,FR7798994805917696,male : divorced/separated,YES
4292,9/11/1996,2241.61,12/6/2017,11/12/2017,10000,car (new),DE6460598157529407,None,YES
4293,29/10/1959,None,31/8/2013,1/6/2014,2000,repairs,DE851831812852733,None,YES
4294,3/8/1991,2159.54,2/2/2017,5/7/2017,500,furniture/equipment,DE4609037693273589,male : divorced/separated,YES
4295,18/8/1965,2855.2,28/9/2015,27/8/2016,10000,domestic appliances,DE5603243988202756,male : married/widowed,YES
4296,1/7/1968,3904.91,8/7/2015,7/5/2016,1000,car (new),CH9436575308830545,male : married/widowed,YES
4297,21/2/1997,3070.95,14/10/2014,14/5/2016,4000,repairs,CH8464292020154239,male : married/widowed,YES
4298,2/7/1978,1862.11,6/8/2017,5/7/2014,8000,others,FR9033599347195120,male : divorced/separated,YES
4299,28/4/1991,2984.68,28/4/2016,28/10/2016,3000,domestic appliances,CH5654262406967145,male : divorced/separated,YES
4300,15/8/1949,3633.25,14/11/2014,14/8/2016,1000,retraining,DE409332565186098,male : divorced/separated,YES
4301,21/2/1956,3623.03,25/5/2016,30/1/2015,8000,others,DE7681647128483249,male : single,YES
4302,7/2/1953,2031.92,25/6/2015,23/10/2016,1500,others,DE7985411590330094,female : single,YES
4303,7/4/1950,3241.66,17/7/2015,16/8/2015,1500,car (new),DE7986536281762057,male : single,YES
4304,1/1/1900,4058.7,16/6/2017,15/11/2018,8000,others,ES9942665352068713,female : single,YES
4305,9/3/1974,3836.63,13/2/2014,15/4/2015,4000,vacation,DE3097915646599377,male : single,YES
4306,7/9/1956,1651.28,20/12/2017,21/3/2018,2000,retraining,DE7498566488268864,male : married/widowed,YES
4307,12/11/1990,2636.73,17/11/2015,16/1/2017,2000,radio/television,DE3850129944053957,male : single,YES
4308,29/8/1972,-3573.99,14/3/2016,14/3/2017,4000,business,DE3849973914381669,female : divorced/separated/married,YES
4309,12/7/1992,2051.05,26/1/2017,25/2/2018,1000,business,ES6493722354934753,None,YES
4310,9/5/1990,2870.08,30/7/2014,31/5/2015,6000,repairs,FR1600921065404399,male : married/widowed,YES
4311,28/6/1985,3404.63,7/7/2015,6/1/2016,8000,others,ES7935640447555964,None,YES
4312,28/7/1958,2579.28,23/7/2016,23/7/2017,10000,others,CH701070028166151,male : married/widowed,YES
4313,14/3/1959,1758.2,4/3/2017,4/4/2018,10000,retraining,DE7814078757712769,female : single,YES
4314,29/10/1948,3252.28,22/12/2013,21/1/2015,500,furniture/equipment,DE6519121150599049,male : divorced/separated,YES
4315,2/7/1973,2339.5,20/5/2016,20/5/2018,5000,vacation,DE7424072198444759,None,YES
4316,26/11/1980,3062.05,16/8/2017,15/1/2019,6000,others,DE4374439120685637,male : single,YES
4317,2/3/1951,8075.87,15/8/2014,14/12/2014,8000,radio/television,FR6545876058647062,male : single,YES
4318,15/11/1981,None,24/10/2016,24/11/2017,3000,others,DE8615868599604279,None,YES
4319,7/3/1995,None,5/5/2013,5/6/2013,1000,vacation,CH2032100780216155,male : divorced/separated,YES
4320,15/10/1954,None,29/1/2014,30/4/2015,6000,business,CH4611254499963211,male : divorced/separated,YES
4321,29/12/1967,2930.19,26/2/2013,28/7/2013,1000,domestic appliances,FR9512815155343701,female : single,YES
4322,1/8/1965,1996.0,29/5/2015,28/10/2015,5000,car (new),DE213411740681964,female : divorced/separated/married,YES
4323,30/9/1969,2296.13,16/8/2017,15/2/2018,500,others,CH1623034029097383,female : divorced/separated/married,YES
4324,8/7/1952,1774.05,24/9/2017,25/4/2019,1000,education,CH287528760615769,female : single,YES
4325,6/12/1994,2433.18,6/8/2016,7/3/2018,10000,business,DE5284995015009161,male : divorced/separated,YES
4326,18/9/1967,-1316.44,22/12/2015,20/2/2017,2000,furniture/equipment,CH8404319990345631,None,YES
4327,1/1/1957,4490.14,10/4/2014,11/5/2014,10000,car (new),ES4853760500610901,male : divorced/separated,NO
4328,27/10/1994,16609.42,11/8/2013,11/4/2015,2000,car (new),CH6059809378469091,None,YES
4329,31/5/1959,None,14/11/2013,15/4/2015,3000,car (used),FR6114542495315758,male : single,YES
4330,23/9/1960,3484.05,25/3/2015,22/9/2016,1000,vacation,ES3164411680010163,female : divorced/separated/married,YES
4331,19/4/1941,3541.86,17/1/2013,17/11/2013,8000,others,ES4160103411864371,None,YES
4332,21/3/1943,4519.38,6/9/2013,7/10/2014,4000,retraining,CH225889336465023,None,YES
4333,22/2/1940,4165.71,13/4/2014,12/9/2014,1000,car (new),ES9732622733508637,female : single,YES
4334,20/9/1960,2567.62,10/8/2016,10/4/2018,4000,business,FR5931728743094004,male : married/widowed,YES
4335,23/4/1980,3634.48,21/12/2017,21/1/2018,10000,car (used),DE1396659089871402,female : divorced/separated/married,YES
4336,13/3/1980,2355.32,16/5/2013,15/1/2014,1500,car (new),BE3502094385291142,female : divorced/separated/married,YES
4337,19/3/1953,4594.81,14/11/2017,16/7/2019,2000,education,DE3069322807933311,female : single,YES
4338,28/8/1940,4356.2,16/6/2015,15/11/2015,1500,education,ES6597195612574498,female : single,YES
4339,7/7/1980,3459.27,18/9/2013,18/11/2014,4000,vacation,CH1715600558535510,male : married/widowed,YES
4340,27/1/1970,2328.63,3/9/2017,3/9/2017,1500,domestic appliances,BE1298148501997227,None,NO
4341,8/1/1990,3946.48,25/12/2014,26/7/2015,8000,vacation,FR4933317393590897,male : single,YES
4342,8/9/1941,2911.29,6/10/2015,5/5/2016,1500,repairs,DE8393567560149449,male : married/widowed,YES
4343,13/4/1960,2452.02,3/3/2013,3/3/2013,6000,car (new),DE9501513695706945,male : single,YES
4344,2/12/1943,None,8/5/2015,6/8/2016,500,education,FR3909247490823187,male : married/widowed,YES
4345,28/11/1977,1521.34,11/6/2014,10/2/2015,2000,car (used),DE8997656933891886,female : divorced/separated/married,YES
4346,12/2/1960,None,27/8/2016,26/11/2017,6000,retraining,FR7419490995663672,male : married/widowed,YES
4347,29/8/1974,3509.38,7/3/2015,4/11/2016,2000,repairs,DE5459274884698566,male : single,YES
4348,13/3/1989,-8185.48,2/8/2013,2/11/2013,500,furniture/equipment,BE3010726786942558,female : single,YES
4349,12/8/1994,None,19/3/2014,19/3/2015,4000,vacation,BE6841928946225437,female : divorced/separated/married,YES
4350,1/1/1900,2874.92,10/11/2017,10/12/2017,1500,education,CH630824575299244,male : divorced/separated,YES
4351,5/6/1965,2807.7,27/11/2014,27/4/2016,5000,retraining,CH9734798156939451,None,YES
4352,29/10/1954,4540.47,7/6/2016,7/5/2017,10000,vacation,FR687943135279318,female : single,YES
4353,3/5/1943,1481.22,9/1/2017,9/11/2017,4000,repairs,CH5906571828248022,male : married/widowed,YES
4354,14/7/1989,1155.62,3/11/2014,3/9/2015,10000,retraining,ES1329891546377145,None,YES
4355,14/10/1963,3638.05,17/7/2016,17/3/2018,1000,car (new),CH9679167821427142,male : single,YES
4356,20/6/1962,3435.85,18/11/2017,20/3/2018,10000,car (used),DE1686641402651422,male : married/widowed,YES
4357,22/9/1982,2744.16,2/6/2017,2/12/2018,6000,vacation,DE3624365188143147,None,YES
4358,12/1/1979,None,20/1/2014,20/9/2015,2000,None,DE8474431779150416,female : divorced/separated/married,YES
4359,15/1/1954,3415.03,29/10/2013,29/10/2013,4000,car (new),DE9199671998818331,male : married/widowed,YES
4360,10/7/1983,2583.39,10/1/2016,10/11/2017,8000,car (new),DE8086658275966347,female : single,NO
4361,5/7/1998,1511.5,16/7/2015,15/8/2015,5000,domestic appliances,BE6548646062345067,male : divorced/separated,YES
4362,18/8/1946,3306.04,11/11/2015,10/2/2016,6000,retraining,CH8893267340290793,female : divorced/separated/married,YES
4363,14/12/1959,2986.81,19/12/2016,19/12/2016,2000,retraining,FR5893574009405585,male : single,YES
4364,28/6/1996,None,1/10/2017,2/4/2019,10000,None,DE5574057298042350,male : divorced/separated,YES
4365,23/12/1951,1642.96,10/9/2013,10/11/2013,8000,radio/television,DE104021382540907,None,YES
4366,14/9/1994,11701.49,15/6/2014,14/9/2015,10000,education,FR7988474264978896,male : married/widowed,YES
4367,2/7/1962,3826.51,27/5/2015,26/5/2016,2000,others,ES9462907357230944,female : single,YES
4368,15/5/1975,-502.8,15/5/2017,14/9/2018,1500,education,FR798304130113454,male : divorced/separated,YES
4369,8/7/1986,2940.19,27/8/2016,28/4/2018,8000,business,ES3175803626952507,female : single,YES
4370,31/10/1983,2739.42,1/4/2016,31/12/2016,8000,others,DE3071191730552514,male : divorced/separated,NO
4371,28/5/1966,-12068.81,19/6/2015,18/7/2016,4000,car (used),BE5446410431676090,female : divorced/separated/married,YES
4372,2/8/1974,3862.03,28/12/2015,29/5/2016,1000,car (new),DE4694307993489165,male : married/widowed,YES
4373,15/4/1986,3811.08,22/11/2017,23/12/2018,500,education,ES3692394543425721,male : married/widowed,YES
4374,25/3/1945,3251.84,19/3/2016,18/1/2017,3000,retraining,DE3484886576313068,female : single,YES
4375,8/7/1978,2196.38,14/6/2017,14/4/2018,6000,vacation,DE1413253778261817,None,YES
4376,27/2/1955,1165.56,23/2/2013,24/9/2013,1500,car (used),CH3387912019405158,None,YES
4377,4/6/1943,2807.92,8/2/2014,9/10/2015,10000,business,FR4853021442695582,male : divorced/separated,YES
4378,27/10/1954,2997.95,6/8/2014,5/1/2015,6000,education,DE7150675381720692,male : divorced/separated,NO
4379,19/3/1989,4899.32,2/8/2013,6/10/2013,5000,car (new),DE3614509114325844,female : divorced/separated/married,YES
4380,28/7/1968,1244.68,28/12/2017,28/6/2018,2000,others,CH779396714514487,None,YES
4381,27/1/1941,2862.06,16/12/2015,16/5/2016,1000,repairs,BE3120441883805752,female : single,YES
4382,1/3/1997,None,4/6/2016,5/5/2018,6000,None,FR6179966961616437,male : divorced/separated,YES
4383,12/5/1975,3270.21,12/10/2014,4/8/2017,1500,others,DE918606071708885,female : divorced/separated/married,YES
4384,20/3/1974,2850.3,12/8/2017,13/5/2019,2000,radio/television,DE5251538646016252,female : divorced/separated/married,YES
4385,13/11/1965,2417.79,21/7/2013,21/7/2013,5000,retraining,ES3928976694599798,female : divorced/separated/married,YES
4386,19/3/1991,4168.7,4/3/2016,2/11/2016,500,None,DE3527249728978832,None,YES
4387,17/10/1942,4471.12,29/9/2017,30/10/2017,500,others,DE8094218753473679,female : single,YES
4388,20/8/1999,2255.1,7/6/2013,28/7/2014,4000,None,DE6613590678060281,female : divorced/separated/married,YES
4389,3/9/1949,4312.39,12/3/2014,12/3/2015,1000,car (new),CH1133905247633400,female : single,YES
4390,8/9/1962,3261.64,11/5/2017,13/8/2013,4000,None,DE2914768067033532,female : single,YES
4391,4/10/1961,1620.43,16/1/2014,17/12/2015,5000,domestic appliances,CH6737583612603779,None,NO
4392,16/2/1978,20720.63,7/10/2014,7/10/2014,2000,business,FR1118530541214570,None,YES
4393,17/10/1947,4539.13,29/5/2013,28/10/2014,10000,None,CH9423694858685569,male : divorced/separated,NO
4394,17/7/1944,2813.89,22/3/2013,20/1/2015,1500,car (new),CH1829907726097201,female : single,YES
4395,4/9/1975,3410.19,29/4/2016,29/12/2017,1500,others,FR1146953397432803,None,YES
4396,9/2/1965,3367.31,28/11/2016,28/9/2017,1000,car (new),FR3276840806667170,male : married/widowed,YES
4397,19/3/1977,857.93,7/4/2014,7/12/2014,1500,domestic appliances,DE7059631228645753,None,YES
4398,18/7/1957,3309.73,3/4/2015,21/9/2014,1500,repairs,DE828941040432256,male : single,YES
4399,10/11/1965,2406.41,23/10/2014,23/4/2016,8000,car (new),CH6834070596379805,None,YES
4400,2/8/1949,4000.03,16/11/2017,17/4/2019,1000,others,CH2024588402334593,male : married/widowed,YES
4401,10/9/1973,2346.0,26/2/2013,28/4/2013,10000,education,BE1365772629998636,female : single,YES
4402,3/11/1980,3452.85,10/7/2014,9/4/2016,1500,retraining,DE5749729306892562,female : divorced/separated/married,YES
4403,5/6/1971,None,13/12/2015,12/10/2017,8000,vacation,CH7363093825309506,male : single,YES
4404,13/5/1959,3399.64,2/12/2017,3/4/2018,4000,domestic appliances,DE1171630838004744,male : married/widowed,YES
4405,19/3/1993,1600.62,26/5/2017,25/9/2017,3000,domestic appliances,FR722358941479722,male : divorced/separated,YES
4406,9/12/1971,3570.92,13/5/2017,11/2/2019,10000,domestic appliances,CH5956832631992770,male : married/widowed,YES
4407,2/10/1949,3172.21,8/10/2015,8/6/2017,10000,retraining,CH7152950640465631,female : single,YES
4408,7/3/1944,None,19/3/2016,18/4/2016,8000,education,FR4297341942066012,female : divorced/separated/married,YES
4409,12/1/1957,4517.79,4/9/2014,3/2/2016,2000,radio/television,DE4983894991911596,male : divorced/separated,NO
4410,16/7/1975,None,4/8/2016,4/7/2018,8000,car (new),FR8821477209700741,male : single,YES
4411,28/5/1944,3150.51,1/10/2015,1/7/2017,5000,vacation,DE8209036326792590,male : married/widowed,YES
4412,6/8/1993,2766.8,28/12/2017,28/10/2019,8000,busines,FR1901346767249754,female : single,YES
4413,20/3/1984,25209.9,15/7/2016,15/6/2018,8000,retraining,DE1281245326537307,male : single,YES
4414,5/2/1984,4281.89,18/5/2016,17/12/2017,10000,others,ES5909556465064408,female : divorced/separated/married,YES
4415,28/9/1965,1799.44,15/11/2016,16/6/2017,6000,retraining,DE1734550551960705,male : married/widowed,YES
4416,20/7/1977,2086.34,17/1/2014,17/1/2016,3000,car (new),CH359522282547347,male : single,YES
4417,1/5/1984,19142.02,25/10/2014,26/4/2015,4000,education,BE8243922924064791,female : single,YES
4418,9/3/1992,4337.19,27/3/2014,26/8/2015,6000,car (new),DE6692219854445117,female : single,YES
4419,13/4/1940,3266.34,28/9/2017,28/8/2018,1500,repairs,FR3494744202559381,male : divorced/separated,YES
4420,8/1/1997,2750.98,24/2/2017,2/3/2016,10000,radio/television,DE9856184213512761,female : single,YES
4421,5/3/1944,2170.38,13/11/2013,14/3/2014,4000,retraining,FR9962368594348522,None,YES
4422,20/9/1986,3754.98,31/12/2016,1/7/2017,3000,others,CH9548186682173798,female : divorced/separated/married,YES
